v1,v2
1073,906
1073,394
1075,84
1075,256
1075,406
1076,601
1076,369
1076,350
1078,2
1078,463
1078,876
1078,808
1079,84
1079,1053
1082,61
1082,513
1082,623
1082,900
1082,27
1083,549
1083,826
1084,482
1084,549
1084,780
1084,374
1087,276
1087,278
1087,488
1087,569
1087,873
1090,306
1090,406
1090,121
1090,703
1091,80
1091,542
1091,1028
1093,524
1093,857
1097,444
1097,1052
1098,71
1098,159
1098,386
1098,707
1098,869
1098,369
1098,639
1098,121
1100,361
1100,743
1100,842
1100,844
1100,289
1100,708
1100,1052
2,752
2,238
2,67
21,406
21,419
21,544
25,966
26,311
26,885
26,945
26,242
26,27
26,689
33,71
33,542
33,601
33,962
44,82
44,557
44,719
44,1086
53,544
53,885
53,314
56,230
56,570
56,683
56,743
56,891
56,211
56,740
56,859
61,159
61,562
61,834
61,912
68,299
68,513
68,623
68,1046
68,977
68,211
71,118
71,319
71,386
71,450
71,456
71,967
75,386
75,407
75,623
75,681
75,242
76,328
76,458
79,549
79,966
80,423
80,238
82,474
82,1046
82,263
82,67
84,966
84,1018
91,639
91,740
95,861
95,360
95,616
99,340
99,959
99,1086
100,455
100,492
100,804
100,1000
100,808
100,978
100,350
111,423
111,446
111,534
111,597
111,966
111,868
111,1052
118,1009
118,1047
132,278
132,544
132,603
132,647
132,1046
132,1059
135,164
135,547
144,474
144,493
144,713
144,739
157,250
157,500
157,30
159,354
159,597
159,861
159,1020
161,483
161,336
161,458
164,452
164,681
164,662
168,256
168,621
170,346
170,289
170,938
170,883
172,419
172,993
178,238
179,542
179,900
179,219
179,1092
185,399
185,456
185,743
185,335
185,369
185,977
192,881
192,841
199,255
218,770
218,1080
218,1064
222,423
222,521
222,834
222,1021
225,346
229,488
230,508
230,558
230,1003
230,1018
230,242
240,278
240,557
240,597
240,653
249,524
249,581
249,989
250,562
250,709
250,369
250,891
250,67
255,685
255,803
255,394
256,808
256,740
256,841
276,557
278,869
278,808
278,1052
299,493
299,77
306,474
306,97
311,1018
311,690
311,639
311,436
319,688
319,938
321,993
331,638
331,861
338,340
338,1018
338,67
339,492
340,474
340,714
340,27
341,570
341,597
341,869
345,886
345,394
346,834
346,1080
346,938
354,897
354,238
354,883
361,1000
361,662
365,425
365,656
376,508
383,870
383,367
386,1028
386,614
386,868
386,873
399,492
399,876
399,1003
399,335
407,565
407,808
407,718
417,524
417,1094
419,603
419,1054
423,989
423,1020
423,209
424,374
424,639
424,740
424,27
435,885
435,1042
439,826
439,77
444,723
444,1053
446,521
446,534
446,678
446,547
450,492
450,544
450,770
452,1003
455,209
456,638
456,671
456,374
463,557
463,714
463,881
463,915
474,770
474,335
474,614
483,688
483,897
483,959
483,967
483,1021
488,990
488,30
491,493
491,915
492,886
492,1009
492,808
493,709
493,358
500,521
508,653
508,811
513,640
513,685
513,886
513,914
513,990
513,1003
521,785
524,653
524,780
524,834
524,360
524,358
534,723
534,738
534,1052
542,870
544,842
544,1020
544,1026
544,1059
549,238
549,547
549,1070
552,289
552,219
552,809
557,562
557,770
557,1000
557,1053
557,1070
558,624
558,876
558,885
562,193
566,772
566,1045
566,938
566,211
566,616
569,743
570,972
570,27
577,690
577,193
577,1064
581,966
581,891
585,718
597,678
597,616
597,328
600,874
600,966
601,731
601,689
603,1020
603,841
621,719
621,772
621,30
621,1094
623,739
623,77
624,653
624,27
636,804
636,1053
638,1024
640,713
641,797
641,1056
641,471
641,211
641,394
641,702
645,886
647,1021
647,1055
656,885
656,889
656,30
656,358
656,1070
671,972
678,881
678,900
678,1003
681,1092
683,695
683,1024
687,990
687,367
688,816
688,336
693,989
693,1047
693,369
693,1094
707,614
707,689
713,743
713,1055
713,1086
713,289
713,263
713,461
713,841
714,803
719,121
723,915
723,1025
723,219
723,639
723,314
731,914
731,1054
731,695
734,889
734,436
738,1056
739,834
739,335
743,816
743,565
752,891
752,263
770,289
770,773
772,616
780,885
780,959
797,201
803,547
816,993
834,873
834,458
842,959
844,874
844,1042
861,980
869,639
874,877
874,708
875,209
876,1009
881,959
881,289
881,97
885,989
885,1020
885,690
885,962
886,857
897,773
897,201
912,977
914,962
914,1064
915,565
915,718
928,1021
928,1080
942,708
942,458
945,773
945,1094
959,336
959,367
966,336
967,367
970,1059
970,740
972,718
989,718
990,1025
1003,289
1009,1062
1009,358
1018,977
1018,565
1018,447
1018,873
1020,703
1021,877
1021,121
1026,1053
1026,1086
1026,938
1026,30
1028,873
1045,328
1045,703
1046,1059
1046,708
1047,193
1053,808
1054,877
1086,67
1086,811
289,565
374,709
374,873
374,740
335,565
335,606
690,614
690,436
263,689
242,1094
242,978
471,826
471,1052
219,67
977,328
360,209
360,873
360,689
938,702
938,978
826,809
565,97
565,314
547,67
367,67
639,702
639,1024
639,440
811,606
811,314
877,670
773,808
394,328
614,193
868,1094
873,702
873,478
328,841
1024,350
193,1052
461,689
